Name,Position,Club,Age,Matches Played,Starts,Minutes,Goals,Assists,Goals & Assists
Cole Palmer,"MF,FW",Chelsea,22,37,36,3191,15,8,23
Emerson Palmieri,DF,West Ham,29,31,26,2113,2,1,3
Lucas Paquetá,"MF,FW",West Ham,26,33,27,2380,4,0,4
Thomas Partey,"MF,DF",Arsenal,31,35,31,2797,4,2,6
Nathan Patterson,DF,Everton,22,10,3,347,0,1,1
Andreas Pereira,MF,Fulham,28,33,25,2013,2,4,6
Ricardo Pereira,DF,Leicester City,30,10,4,388,0,0,0
Kalvin Phillips,MF,Ipswich Town,28,19,14,1237,0,0,0
Jaden Philogene Bidace,"FW,MF",Aston Villa,22,11,2,332,0,0,0
Jaden Philogene Bidace,"FW,DF",Ipswich Town,22,10,5,474,2,0,2
Jordan Pickford,GK,Everton,30,38,38,3420,0,1,1
Ethan Pinnock,DF,Brentford,31,22,21,1913,2,0,2
Daniel Podence,"MF,FW",Wolves,28,2,0,48,0,0,0
Alfie Pond,DF,Wolves,20,1,0,1,0,0,0
Nick Pope,GK,Newcastle Utd,32,28,28,2520,0,0,0
Pedro Porro,DF,Tottenham,24,33,28,2610,2,6,8
Jarell Quansah,DF,Liverpool,21,13,4,495,0,0,0
Hákon Rafn Valdimarsson,GK,Brentford,22,2,1,145,0,0,0
Aaron Ramsdale,GK,Southampton,26,30,30,2700,0,0,0
Jacob Ramsey,"FW,MF",Aston Villa,23,29,19,1623,1,3,4
Marcus Rashford,"FW,MF",Manchester Utd,26,15,12,978,4,1,5
Marcus Rashford,FW,Aston Villa,26,10,4,444,2,2,4
David Raya,GK,Arsenal,28,38,38,3420,0,0,0
Harrison Reed,MF,Fulham,29,12,0,108,0,0,0
Remy Rees-Dottin,FW,Bournemouth,18,1,0,1,0,0,0
Sergio Reguilón,DF,Tottenham,27,4,1,196,0,0,0
Vitor Reis,DF,Manchester City,18,1,0,1,0,0,0
Chadi Riad,DF,Crystal Palace,21,1,1,90,0,0,0
Declan Rice,MF,Arsenal,25,35,33,2825,4,7,11
Chris Richards,DF,Crystal Palace,24,24,22,1922,1,0,1
Richarlison,FW,Tottenham,27,15,4,504,4,1,5
Andrew Robertson,DF,Liverpool,30,33,29,2482,0,1,1
Antonee Robinson,DF,Fulham,26,36,35,3167,0,10,10
Jay Robinson,"MF,FW",Southampton,17,4,1,137,0,0,0
Rodri,MF,Manchester City,28,3,1,73,0,0,0
Guido Rodríguez,MF,West Ham,30,23,16,1149,0,1,1
Mads Roerslev,DF,Brentford,25,19,11,1101,0,2,2
Morgan Rogers,"FW,MF",Aston Villa,22,37,37,3114,8,10,18
Cristian Romero,DF,Tottenham,26,18,18,1416,1,0,1
Georginio Rutter,"MF,FW",Brighton,22,28,19,1656,5,3,8
José Sá,GK,Wolves,31,29,29,2609,0,0,0
Bukayo Saka,"FW,MF",Arsenal,22,25,20,1729,6,10,16
Mohamed Salah,FW,Liverpool,32,38,38,3371,29,18,47
William Saliba,DF,Arsenal,23,35,35,3039,2,0,2
Robert Sánchez,GK,Chelsea,26,32,32,2880,0,0,0
Jadon Sancho,FW,Chelsea,24,31,19,1764,3,4,7
Ibrahim Sangaré,MF,Nott'ham Forest,26,13,7,590,0,1,1
Pablo Sarabia,"MF,FW",Wolves,32,23,7,814,3,2,5
Jeremy Sarmiento,MF,Brighton,22,1,0,9,0,0,0
Ismaila Sarr,MF,Crystal Palace,26,38,30,2711,8,6,14
Sávio,"FW,MF",Manchester City,20,29,21,1766,1,8,9
Oliver Scarles,"DF,FW",West Ham,18,15,7,665,0,0,0
Dane Scarlett,"FW,MF",Tottenham,20,3,0,34,0,1,1
Kevin Schade,FW,Brentford,22,38,26,2293,11,2,13
Fabian Schär,DF,Newcastle Utd,32,34,33,2934,4,0,4
Jeffrey Schlupp,"MF,DF",Crystal Palace,31,12,0,103,0,0,0
Alex Scott,MF,Bournemouth,20,20,8,755,0,0,0
Matz Sels,GK,Nott'ham Forest,32,38,38,3420,0,0,0
Nélson Semedo,DF,Wolves,30,34,32,2886,0,4,4
Antoine Semenyo,FW,Bournemouth,24,37,36,3203,11,5,16
Marcos Senesi,DF,Bournemouth,27,17,13,1106,0,0,0
Ryan Sessegnon,"FW,DF",Fulham,24,16,7,580,4,2,6
Luke Shaw,DF,Manchester Utd,29,7,4,349,0,0,0
Zain Silcott-Duberry,FW,Bournemouth,19,1,0,1,0,0,0
Bernardo Silva,"MF,FW",Manchester City,29,33,29,2670,4,4,8
Jota Silva,"FW,MF",Nott'ham Forest,24,31,5,854,3,1,4
Eric da Silva Moreira,"MF,DF",Nott'ham Forest,18,2,0,30,0,0,0
Jahmai Simpson-Pusey,DF,Manchester City,18,2,1,96,0,0,0
Luis Sinisterra,"FW,MF",Bournemouth,25,12,1,236,1,1,2
Oliver Skipp,MF,Leicester City,23,24,10,1129,0,0,0
William Smallbone,MF,Southampton,24,18,6,690,1,0,1
Adam Smith,DF,Bournemouth,33,25,19,1590,0,0,0
Emile Smith Rowe,MF,Fulham,24,34,25,2043,6,3,9
Dominic Solanke,FW,Tottenham,26,27,25,2201,9,3,12
Carlos Soler,"MF,FW",West Ham,27,31,14,1409,1,1,2
Julio Soler,"DF,FW",Bournemouth,19,3,0,11,0,0,0
Ramón Sosa,"FW,MF",Nott'ham Forest,24,19,1,295,1,0,1
Tomáš Souček,MF,West Ham,29,35,30,2567,9,1,10
Boubakary Soumaré,MF,Leicester City,25,31,25,2171,0,0,0
Djed Spence,DF,Tottenham,23,25,19,1792,1,2,3
Jay Stansfield,MF,Fulham,21,1,0,1,0,0,0
Jason Steele,GK,Brighton,33,2,2,180,0,0,0
Jack Stephens,DF,Southampton,30,19,17,1389,1,0,1
Raheem Sterling,"FW,MF",Arsenal,29,17,7,499,0,2,2
Ross Stewart,FW,Southampton,28,12,4,389,1,0,1
Jakub Stolarczyk,GK,Leicester City,23,10,10,900,0,0,0
John Stones,"DF,MF",Manchester City,30,11,6,548,2,0,2
Jørgen Strand Larsen,FW,Wolves,24,35,30,2587,14,4,18
Yukinari Sugawara,"DF,MF",Southampton,24,30,16,1557,1,1,2
Kamaldeen Sulemana,"FW,MF",Southampton,22,26,17,1402,1,1,2
Crysencio Summerville,"FW,MF",West Ham,22,19,7,786,1,1,2
Sammie Szmodics,"FW,MF",Ipswich Town,28,20,13,992,4,0,4
Dominik Szoboszlai,MF,Liverpool,23,36,29,2491,6,6,12
Matt Targett,DF,Newcastle Utd,28,2,0,21,0,0,0
James Tarkowski,DF,Everton,31,33,33,2922,1,1,2
Marcus Tavernier,"FW,MF",Bournemouth,25,29,20,1939,3,5,8
Charlie Taylor,DF,Southampton,30,8,3,356,0,0,0
Jack Taylor,MF,Ipswich Town,26,32,4,860,1,0,1
Mathys Tel,FW,Tottenham,19,13,11,911,2,1,3
Kenny Tete,DF,Fulham,28,22,21,1774,0,2,2
Thiago,"FW,MF",Brentford,23,8,1,175,0,0,0
Luke Thomas,DF,Leicester City,23,14,13,1110,0,0,0
Youri Tielemans,MF,Aston Villa,27,36,35,3026,3,7,10
Kieran Tierney,"DF,FW",Arsenal,27,13,2,259,1,0,1
Jurriën Timber,DF,Arsenal,23,30,27,2417,1,3,4
Jean-Clair Todibo,DF,West Ham,24,27,20,1825,0,0,0
Harry Toffolo,DF,Nott'ham Forest,28,4,1,137,0,0,0
Takehiro Tomiyasu,DF,Arsenal,25,1,0,7,0,0,0
Sandro Tonali,MF,Newcastle Utd,24,36,28,2630,4,2,6
Pau Torres,DF,Aston Villa,27,24,23,2020,0,0,0
Conor Townsend,DF,Ipswich Town,31,6,3,335,0,1,1
Adama Traoré,"FW,MF",Fulham,28,36,18,1772,2,7,9
Boubacar Traoré,MF,Wolves,22,1,0,1,0,0,0
Mark Travers,GK,Bournemouth,25,5,5,450,0,0,0
Ryan Trevitt,MF,Brentford,21,1,0,4,0,0,0
Kieran Trippier,DF,Newcastle Utd,33,25,14,1309,0,3,3
Leandro Trossard,FW,Arsenal,29,38,28,2546,8,7,15
Kostas Tsimikas,DF,Liverpool,28,18,9,837,0,1,1
Axel Tuanzebe,DF,Ipswich Town,26,22,20,1710,0,1,1
Destiny Udogie,DF,Tottenham,21,25,24,1924,0,1,1
Manuel Ugarte Ribeiro,MF,Manchester Utd,23,29,22,1785,1,2,3
Lesley Ugochukwu,MF,Southampton,20,26,18,1655,1,1,2
Enes Ünal,"FW,MF",Bournemouth,27,17,2,345,2,1,3
Virgil van Dijk,DF,Liverpool,33,37,37,3330,3,1,4
Jamie Vardy,FW,Leicester City,37,35,35,2823,9,4,13
Renato Veiga,"DF,MF",Chelsea,21,7,1,181,0,0,0
Joël Veltman,DF,Brighton,32,21,19,1697,0,0,0
Micky van de Ven,DF,Tottenham,23,13,12,1015,0,2,2
Bart Verbruggen,GK,Brighton,21,36,36,3240,0,1,1
Jannik Vestergaard,DF,Leicester City,31,18,16,1391,0,0,0
Guglielmo Vicario,GK,Tottenham,27,24,24,2160,0,0,0
Carlos Vinícius,"MF,FW",Fulham,29,3,0,16,0,0,0
Kyle Walker,DF,Manchester City,34,15,9,970,0,0,0
Kyle Walker-Peters,DF,Southampton,27,33,33,2918,0,2,2
Christian Walton,GK,Ipswich Town,28,7,7,630,0,0,0
Aaron Wan-Bissaka,DF,West Ham,26,36,35,3154,2,5,7
Danny Ward,GK,Leicester City,31,2,1,135,0,0,0
Joel Ward,DF,Crystal Palace,34,2,1,71,0,0,0
James Ward-Prowse,MF,West Ham,29,15,12,1039,1,1,2
James Ward-Prowse,MF,Nott'ham Forest,29,9,5,400,0,1,1
Ollie Watkins,FW,Aston Villa,28,38,31,2598,16,8,24
Adam Webster,DF,Brighton,29,14,11,887,0,0,0
Danny Welbeck,FW,Brighton,33,30,24,2115,10,4,14
Welington,DF,Southampton,23,10,6,482,0,0,0
Timo Werner,"FW,MF",Tottenham,28,18,4,516,0,3,3
Adam Wharton,MF,Crystal Palace,20,20,16,1318,0,2,2
Ben White,DF,Arsenal,26,17,13,1198,0,2,2
Mats Wieffer,"DF,MF",Brighton,24,25,10,1015,1,3,4
Neco Williams,DF,Nott'ham Forest,23,35,28,2594,1,3,4
Willian,"FW,MF",Fulham,35,10,2,257,0,0,0
Joe Willock,"MF,FW",Newcastle Utd,24,32,11,1086,0,2,2
Callum Wilson,FW,Newcastle Utd,32,18,2,370,0,0,0
Harry Wilson,"FW,MF",Fulham,27,25,12,1162,6,1,7
Harry Winks,MF,Leicester City,28,22,17,1538,0,2,2
Ben Winterburn,"MF,FW",Bournemouth,19,4,0,24,0,0,0
Yoane Wissa,FW,Brentford,27,35,34,2919,19,4,23
Chris Wood,FW,Nott'ham Forest,32,36,35,2959,20,3,23
Nathan Wood-Gordon,DF,Southampton,22,11,9,773,0,0,0
Luke Woolfenden,DF,Ipswich Town,25,15,12,1187,0,0,0
Yehor Yarmoliuk,MF,Brentford,20,31,15,1450,0,0,0
Ryan Yates,MF,Nott'ham Forest,26,35,18,1915,2,1,3
Leny Yoro,DF,Manchester Utd,18,21,12,1165,0,0,0
Ashley Young,DF,Everton,39,32,19,1875,1,3,4
Illia Zabarnyi,DF,Bournemouth,21,36,35,3109,0,1,1
Oleksandr Zinchenko,"DF,MF",Arsenal,27,15,5,527,0,1,1
Joshua Zirkzee,"FW,MF",Manchester Utd,23,32,14,1402,3,1,4
Martin Ødegaard,MF,Arsenal,25,30,26,2325,3,8,11
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
